Time (s),Channel 1 (V),Channel 2 (V)
-0.00506625,0.1254380547457275,-0.07766309976027973
-0.005065,0.1207018708022765,-0.07766309976027973
-0.00506375,0.1163039857119251,-0.07596592230441057
-0.0050625,0.1119061006215778,-0.07562648681323692
-0.00506125,0.106493318971917,-0.07494761583088931
-0.00506,0.1017571350284639,-0.07426874484854171
-0.00505875,0.09702095108501073,-0.0739293093573679
-0.0050575,0.09397626140707795,-0.07223213190149966
-0.00505625,0.09059327287603861,-0.07053495444562986
-0.005055,0.08585708893258376,-0.06985608346328165
-0.00505375,0.08213580154844369,-0.06849834149858705
-0.0050525,0.07942941072361147,-0.06815890600741246
-0.00505125,0.07536982448636777,-0.06646172855154422
-0.00505,0.071648537102226,-0.06476455109567521
-0.00504875,0.06894214627739687,-0.06340680913098061
-0.0050475,0.06488256004015008,-0.06170963167511098
-0.00504625,0.06183787036221729,-0.06035188971041638
-0.005045,0.05946977839048934,-0.05865471225454674
-0.00504375,0.05608678985945075,-0.05763640578102441
-0.0050425,0.05473359444703618,-0.05559979283398252
-0.00504125,0.05067400820979062,-0.0539026153781135
-0.00504,0.04864421509116784,-0.05254487341341829
-0.00503875,0.04593782426633748,-0.05084769595754927
-0.0050375,0.04390803114771562,-0.04948995399285467
-0.00503625,0.04255483573529951,-0.04711390555463743
-0.005035,0.03951014605736673,-0.04541672809876918
-0.00503375,0.03781865179184636,-0.04405898613407321
-0.0050325,0.03545055982011901,-0.04032519573116074
-0.00503125,0.0337590655546008,-0.03896745376646615
-0.00503,0.03206757128908183,-0.03760971180177095
-0.00502875,0.03003777817045905,-0.03489422787238051
-0.0050275,0.02969947931735525,-0.03217874394299008
-0.00502625,0.02733138734562975,-0.03048156648712184
-0.005025,0.0253015942270059,-0.02912382452242586
-0.00502375,0.02496329537390133,-0.02539003411951356
-0.0050225,0.02327180110838312,-0.02437172764599261
-0.00502125,0.02158030684286352,-0.02233511469894855
-0.00502,0.02022711143044895,-0.01961963076955936
-0.00501875,0.01887391601803377,-0.01690414684016894
-0.0050175,0.01853561716492997,-0.01520696938429992
-0.00501625,0.01752072060561858,-0.0124914854549095
-0.005015,0.01616752519320401,-0.0111337434902149
-0.00501375,0.0161675251932034,-0.008757695051997659
-0.0050125,0.0148143297807879,-0.006721082104953758
-0.00501125,0.01413773207458062,-0.004345033666738216
-0.00501,0.01346113436837225,-0.0009506787549992567
-0.00500875,0.01176964010285404,0.001085934192042637
-0.0050075,0.01278453666216543,0.003801418121433063
-0.00500625,0.01210793895595784,0.005838031068475883
-0.005005,0.01143134124975025,0.00855351499786631
-0.00500375,0.01143134124975025,0.01025069245373455
-0.0050025,0.01176964010285404,0.01228730540077815
-0.00500125,0.01176964010285389,0.01500278933016965
-0.005,0.01143134124975025,0.0173788377683852
-0.00499875,0.01143134124975025,0.01941545071542802
-0.0049975,0.01210793895595784,0.02179149915364464
-0.00499625,0.01109304239664645,0.02314924111833985
-0.004995,0.01176964010285373,0.02586472504772904
-0.00499375,0.01244623780906163,0.0282407734859469
-0.0049925,0.01244623780906163,0.03061682192416245
-0.00499125,0.01312283551526923,0.03197456388885873
-0.00499,0.01244623780906194,0.03469004781824947
-0.00498875,0.01312283551526923,0.03536891880059677
-0.0049875,0.01413773207458062,0.03740553174763959
-0.00498625,0.01447603092768441,0.03978158018585622
-0.004985,0.01413773207458062,0.04046045116820382
-0.00498375,0.01549092748699519,0.04249706411524572
-0.0049825,0.0158292263400996,0.04487311255346327
-0.00498125,0.0171824217525154,0.04657029000933306
-0.00498,0.01853561716492997,0.0482674674652013
-0.00497875,0.01752072060561889,0.04962520942989728
-0.0049775,0.01819731831182617,0.05132238688576553
-0.00497625,0.01955051372424136,0.05268012885046074
-0.004975,0.02022711143044895,0.05437730630632975
-0.00497375,0.02124200798976034,0.05539561277985117
-0.0049725,0.02158030684286398,0.05675335474454576
-0.00497125,0.02191860569596793,0.0581110967092416
-0.00497,0.02361009996148691,0.05912940318276408
-0.00496875,0.02361009996148691,0.06150545162097963
-0.0049675,0.02530159422700651,0.06184488711215389
-0.00496625,0.02665478963942108,0.06286319358567484
-0.004965,0.02699308849252488,0.06354206456802244
-0.00496375,0.02800798505183627,0.06456037104154386
-0.0049625,0.02936118046425145,0.06591811300623907
-0.00496125,0.03037607702356238,0.06625754849741272
-0.00496,0.03139097358287424,0.06727585497093427
-0.00495875,0.03240587014218625,0.0686335969356298
-0.0049575,0.0337590655546008,0.0693124679179771
-0.00495625,0.03477396211391219,0.06965190340915091
-0.004955,0.03578885867322358,0.06965190340915091
-0.00495375,0.03578885867322358,0.07100964537384612
-0.0049525,0.03781865179184544,0.07134908086501976
-0.00495125,0.03815695064495016,0.07134908086501991
-0.00495,0.03951014605736473,0.07270682282971452
-0.00494875,0.04086334146978053,0.07372512930323655
-0.0049475,0.04187823802909239,0.07304625832088908
-0.00494625,0.04289313458840331,0.07338569381206274
-0.004945,0.0439080311477147,0.07236738733854133
-0.00494375,0.04492292770702609,0.07338569381206274
-0.0049425,0.04627612311944128,0.07338569381206274
-0.00494125,0.04830591623806312,0.07338569381206274
-0.00494,0.04999741050358303,0.07338569381206274
-0.00493875,0.05168890476910124,0.07304625832088908
-0.0049375,0.05168890476910201,0.07338569381206274
-0.00493625,0.05236550247531038,0.07338569381206228
-0.004935,0.05405699674082859,0.07236738733854133
-0.00493375,0.05676338756565896,0.07270682282971513
-0.0049325,0.05743998527186656,0.07202795184736753
-0.00493125,0.05845488183117795,0.07134908086501991
-0.00493,0.05913147953738523,0.07067020988267261
-0.00492875,0.06082297380290452,0.07067020988267231
-0.0049275,0.06285276692152807,0.06999133890032409
-0.00492625,0.06454426118704629,0.0686335969356295
-0.004925,0.06522085889325463,0.06829416144445523
-0.00492375,0.06691235315877285,0.06727585497093427
-0.0049225,0.06792724971808424,0.06659698398858667
-0.00492125,0.06961874398360322,0.06489980653271765
-0.00492,0.07029534168981082,0.06456037104154386
-0.00491875,0.07266343366153631,0.06456037104154386
-0.0049175,0.07300173251464119,0.06150545162097963
-0.00491625,0.07334003136774575,0.06048714514745822
-0.004915,0.07503152563326397,0.06048714514745822
-0.00491375,0.07638472104568024,0.05946883867393557
-0.0049125,0.07875281301740573,0.05675335474454637
-0.00491125,0.0804443072829247,0.05641391925337258
-0.00491,0.08078260613602835,0.05505617728867798
-0.00490875,0.08281239925465128,0.05403787081515596
-0.0049075,0.08348899696085857,0.05200125786811406
-0.00490625,0.08484219237327406,0.05064351590341792
-0.004905,0.0865336866387932,0.04928577393872178
-0.00490375,0.08687198549189684,0.04724916099167989
-0.0049025,0.08856347975741583,0.04589141902698467
-0.00490125,0.0909315717291424,0.04385480607994185
-0.0049,0.0909315717291424,0.04249706411524665
-0.00489875,0.09262306599466062,0.0407998866593784
-0.0048975,0.09465285911328415,0.0387632737123348
-0.00489625,0.09600605452569873,0.03638722527411926
-0.004895,0.09668265223190693,0.03502948330942297
-0.00489375,0.09905074420363381,0.03299287036237953
-0.0048925,0.0997273419098411,0.03163512839768494
-0.00489125,0.1010805373222563,0.02993795094181592
-0.00489,0.1027720315877753,0.0279013379947731
-0.00488875,0.1031103304408791,0.02484641857420887
-0.0048875,0.1051401235595009,0.02484641857420887
-0.00488625,0.1075082155312284,0.02179149915364464
-0.004885,0.1088614109436442,0.02077319268012199
-0.00488375,0.1102146063560588,0.0180577087507328
-0.0048825,0.1119061006215789,0.01636053129486271
-0.00488125,0.1142741925933043,0.01398448285664716
-0.00488,0.1163039857119271,0.01194786990960434
-0.00487875,0.1186720776836537,0.00957182147138772
-0.0048775,0.1213784685084841,0.008214079506692507
-0.00487625,0.1254380547457278,0.005159160086129665
-0.004875,0.1311891352484942,0.003122547139085457
-0.00487375,0.138293411163678,0.001764805174389472
-0.0048725,0.1474274801974764,6.762771852122706e-05
-0.00487125,0.1565615492312837,-0.002987291702043775
-0.00487,0.1670488136774966,-0.00468446915791202
-0.00486875,0.1792275723892333,-0.006381646613781036
-0.0048675,0.1920829288071716,-0.008418259560822929
-0.00486625,0.2059531817844332,-0.01079430799904048
-0.004865,0.2225298255865116,-0.01283092094608237
-0.00486375,0.2384298716823976,-0.01452809840195231
-0.0048625,0.2553448143375954,-0.01656471134899621
-0.00486125,0.2729363546989849,-0.01894075978721176
-0.00486,0.2922193893259012,-0.02029850175190697
-0.00485875,0.312517320512129,-0.02131680822542838
-0.0048575,0.332476952845253,-0.02369285666364501
-0.00485625,0.3534514817376788,-0.0264083405930342
-0.004855,0.3751026083363314,-0.02742664706655684
-0.00485375,0.3970920337880681,-0.02878438903125144
-0.0048525,0.4207729535053439,-0.03048156648712107
-0.00485125,0.4447921720757245,-0.0314998729606431
-0.00485,0.4691496894991867,-0.03285761492533769
-0.00484875,0.4928306092164525,-0.03523366336355432
-0.0048475,0.5175264254930296,-0.03727027631059714
-0.00484625,0.5425605406227105,-0.03794914729294474
-0.004845,0.5696244488710019,-0.0382885827841184
-0.00484375,0.5953351617069028,-0.03998576023998757
-0.0048425,0.6220607711021143,-0.04066463122233594
-0.00484125,0.6477714839379912,-0.04236180867820419
-0.00484,0.6748353921863076,-0.04338011515172622
-0.00483875,0.7025758981408062,-0.04473785711642081
-0.0048375,0.7299781052422137,-0.04575616358994222
-0.00483625,0.7573803123436212,-0.04575616358994222
-0.004835,0.7857974160043402,-0.04609559908111602
-0.00483375,0.8131996231057352,-0.04745334104581062
-0.0048325,0.8412784279133627,-0.04711390555463743
-0.00483125,0.8696955315740944,-0.04847164751933312
-0.00483,0.8977743363816968,-0.04948995399285405
-0.00482875,0.9255148423362219,-0.05084769595754912
-0.0048275,0.9559617391155497,-0.05050826046637547
-0.00482625,0.983702245070061,-0.05118713144872307
-0.004825,1.01144275102456,-0.05084769595754943
-0.00482375,1.039183256979084,-0.05186600243107067
-0.0048225,1.067938659492893,-0.05118713144872337
-0.00482125,1.096355763153625,-0.05186600243107067
-0.00482,1.123419671401942,-0.05186600243107037
-0.00481875,1.151836775062648,-0.05118713144872307
-0.0048175,1.179238982164055,-0.05186600243107067
-0.00481625,1.20731778697167,-0.05118713144872307
-0.004815,1.235734890632389,-0.05118713144872307
-0.00481375,1.262798798880681,-0.05186600243107037
-0.0048125,1.290877603688308,-0.05118713144872307
-0.00481125,1.317603213083496,-0.05084769595754943
-0.00481,1.3436522247725,-0.05016882497520166
-0.00480875,1.372069328433231,-0.0498293894840274
-0.0048075,1.399133236681523,-0.04881108301050645
-0.00480625,1.424505650664308,-0.04813221202815884
-0.004805,1.451569558912611,-0.04745334104581124
-0.00480375,1.476265375189189,-0.04711390555463743
-0.0048025,1.501976088025065,-0.04711390555463743
-0.00480125,1.527686800860966,-0.04507729260759462
-0.0048,1.553059214843762,-0.04371955064289909
-0.00479875,1.577755031120327,-0.04304067966055179
-0.0047975,1.602112548543812,-0.04202237318703023
-0.00479625,1.62613176711417,-0.04168293769585658
-0.004795,1.649474387978332,-0.03998576023998757
-0.00479375,1.674170204254909,-0.03930688925763996
-0.0047925,1.695821330853552,-0.03794914729294474
-0.00479125,1.719163951717704,-0.03659140532825015
-0.00479,1.742506572581876,-0.03455479238120671
-0.00478875,1.764157699180529,-0.03353648590768454
-0.0047875,1.785808825779162,-0.03183930845181629
-0.00478625,1.805091860406089,-0.03116043746946775
-0.004785,1.827419584710929,-0.02912382452242586
-0.00478375,1.847717515897157,-0.02776608255773064
-0.0047825,1.867677148230272,-0.0267477760842097
-0.00478125,1.887298481710301,-0.02437172764599261
-0.00478,1.906919815190312,-0.02335342117247166
-0.00477875,1.924849654404823,-0.02097737273425458
-0.0047775,1.942779493619332,-0.02029850175190574
-0.00477625,1.960371033980721,-0.01758301782251654
-0.004775,1.977962574342119,-0.01588584036664753
-0.00477375,1.995215815850412,-0.01384922741960471
-0.0047725,2.010777563093187,-0.0124914854549095
-0.00477125,2.026677609189058,-0.0104548725078676
-0.00477,2.04223935643184,-0.009097130543171463
-0.00476875,2.057462804821504,-0.006381646613782271
-0.0047675,2.07167135665187,-0.005023904649085822
-0.00476625,2.085541609629132,-0.002987291702042231
-0.004765,2.098735264900174,-0.001290114246173986
-0.00476375,2.111928920171222,0.001764805174390243
-0.0047625,2.124107678882959,0.002783111647911654
-0.00476125,2.13493324218228,0.004819724594954474
-0.00476,2.146773702040908,0.006516902050822718
-0.00475875,2.156922667634027,0.009232385980213916
-0.0047575,2.167748230933352,0.0102506924537361
-0.00475625,2.176882299967151,0.01194786990960434
-0.004755,2.187369564413372,0.0143239183478222
-0.00475375,2.195150438034756,0.01703940227721139
-0.0047525,2.203607909362351,0.01975488620660182
-0.00475125,2.211727081836842,0.01975488620660182
-0.00475,2.218493058898918,0.02213093464481844
-0.00474875,2.224582438254783,0.02416754759186034
-0.0047475,2.230333518757551,0.02552528955655647
-0.00474625,2.235746300407214,0.02790133799477372
-0.004745,2.241497380909976,0.02925907995946831
-0.00474375,2.246571863706534,0.03095625741533795
-0.0047425,2.249616553384467,0.03231399938003254
-0.00474125,2.251984645356194,0.03367174134472775
-0.00474,2.254014438474816,0.035368918800596
-0.00473875,2.257397427005854,0.03842383822116099
-0.0047375,2.257059128152751,0.03910270920350831
-0.00473625,2.259088921271373,0.04012101567703001
-0.004735,2.259088921271373,0.04147875764172585
-0.00473375,2.258750622418269,0.04283649960642044
-0.0047325,2.257397427005854,0.04487311255346327
-0.00473125,2.257397427005854,0.04555198353581087
-0.00473,2.255029335034128,0.04724916099167989
-0.00472875,2.251646346503091,0.04860690295637448
-0.0047275,2.24893995567826,0.0492857739387227
-0.00472625,2.244880369441016,0.05030408041224365
-0.004725,2.240482484350665,0.05132238688576553
-0.00472375,2.235408001554105,0.05234069335928741
-0.0047225,2.230333518757551,0.05335899983280834
-0.00472125,2.224244139401682,0.05471674179750356
-0.00472,2.218493058898918,0.05539561277985117
-0.00471875,2.211050484130634,0.05607448376219877
-0.0047175,2.20326961050925,0.05641391925337243
-0.00471625,2.195150438034756,0.0581110967092416
-0.004715,2.186692966707156,0.05811109670924221
-0.00471375,2.176882299967151,0.05946883867393681
-0.0047125,2.168086529786447,0.05980827416511061
-0.00471125,2.156584368780923,0.05980827416511061
-0.00471,2.145758805481602,0.06014770965628441
-0.00470875,2.133918345622969,0.06116601612980582
-0.0047075,2.122077885764336,0.06150545162097963
-0.00470625,2.109899127052604,0.06150545162097963
-0.004705,2.096705471781551,0.06184488711215343
-0.00470375,2.083173517657393,0.06184488711215358
-0.0047025,2.069303264680144,0.06218432260332724
-0.00470125,2.053741517437362,0.06218432260332754
-0.0047,2.038179770194594,0.06286319358567484
-0.00469875,2.022956321804923,0.06150545162097963
-0.0046975,2.007056275709052,0.06184488711215327
-0.00469625,1.990141333053855,0.06218432260332724
-0.004695,1.972888091545569,0.06150545162097994
-0.00469375,1.95495825233106,0.06082658063863201
-0.0046925,1.936013516557239,0.06116601612980552
-0.00469125,1.917068780783435,0.06048714514745822
-0.00469,1.898124045009623,0.06048714514745822
-0.00468875,1.87917930923581,0.0587899676915892
-0.0046875,1.858204780343375,0.0581110967092416
-0.00468625,1.836215354891638,0.05777166121806794
-0.004685,1.817270619117815,0.05743222572689399
-0.00468375,1.794942894812975,0.05675335474454668
-0.0046825,1.773968365920529,0.05539561277985117
-0.00468125,1.751302342762565,0.05505617728867674
-0.00468,1.728298020751517,0.05369843532398215
-0.00467875,1.704955399887355,0.05268012885046074
-0.0046775,1.680936181316985,0.05166182237693932
-0.00467625,1.657593560452823,0.05030408041224411
-0.004675,1.633236043029361,0.04928577393872317
-0.00467375,1.608201927899669,0.04758859648285368
-0.0046725,1.583167812769976,0.04623085451815771
-0.00467125,1.5574570999341,0.04453367706228946
-0.00467,1.531069789391992,0.04317593509759363
-0.00466875,1.505359076556115,0.04181819313289903
-0.0046675,1.478633467160915,0.04046045116820382
-0.00466625,1.452246156618819,0.03944214469468241
-0.004665,1.425520547223619,0.03672666076529199
-0.00466375,1.398456638975328,0.03435061232707644
-0.0046625,1.3703778341677,0.03401117683590156
-0.00466125,1.34297562706628,0.03163512839768432
-0.00466,1.314896822258678,0.03027738643298972
-0.00465875,1.28681801745105,0.02722246701242487
-0.0046575,1.258400913790344,0.02586472504773028
-0.00465625,1.231675304395144,0.02450698308303506
-0.004655,1.203934798440633,0.02247037013599225
-0.00465375,1.174841097073706,0.01975488620660182
-0.0046525,1.148115487678518,0.01771827325955993
-0.00465125,1.119698384017787,0.01636053129486379
-0.00465,1.093987671181887,0.01466335383899338
-0.00464875,1.067600360639803,0.01160843441843054
-0.0046475,1.041213050097706,0.009911256962561524
-0.00464625,1.016517233821129,0.007195773033171097
-0.004645,0.9914831186914483,0.00549859557730208
-0.00464375,0.9671256012679861,0.003122547139086537
-0.0046425,0.9434446815507093,0.0007464987008688336
-0.00464125,0.9207786583927653,-0.001968985228520358
-0.00464,0.8974360375285929,-0.004005598175564413
-0.00463875,0.8751083132237321,-0.00672108210495592
-0.0046375,0.8524422900657881,-0.009097130543171463
-0.00463625,0.8318060600264565,-0.01113374349021428
-0.004635,0.8108315311340211,-0.01350979192843091
-0.00463375,0.7898570022415857,-0.01554640487547372
-0.0046325,0.7709122664677818,-0.01860132429603657
-0.00463125,0.7499377375753378,-0.02097737273425458
-0.00463,0.7313313006546203,-0.02267455019012452
-0.00462875,0.7123865648808163,-0.02471116313716641
-0.0046275,0.6934418291069957,-0.02674777608421047
-0.00462625,0.6758502887456064,-0.02946326001359966
-0.004625,0.6589353460904165,-0.03082100197829487
-0.00462375,0.6420204034352267,-0.0338759213988591
-0.0046225,0.6251054607800369,-0.03591253434590193
-0.00462125,0.6075139204186475,-0.03727027631059652
-0.00462,0.5912755754696573,-0.03930688925763996
-0.00461875,0.5760521270799792,-0.04168293769585751
-0.0046175,0.560152080984108,-0.0437195506428994
-0.00461625,0.5456052303006377,-0.04575616358994284
-0.004615,0.5300434830578701,-0.04711390555463743
-0.00461375,0.5158349312275107,-0.04948995399285405
-0.0046125,0.5016263793971512,-0.05220543792224448
-0.00461125,0.4877561264198956,-0.05288430890459209
-0.00461,0.4742241722957499,-0.05424205086928669
-0.00460875,0.4610305170246957,-0.05593922832515631
-0.0046075,0.4471602640474343,-0.05797584127219944
-0.00460625,0.4346432064825995,-0.05865471225454674
-0.004605,0.4228027466239667,-0.06103076069276336
-0.00460375,0.4099473902060224,-0.06204906716628478
-0.0046025,0.3991218269067009,-0.06374624462215379
-0.00460125,0.3866047693418662,-0.06510398658684841
-0.0046,0.3764558037487465,-0.06680116404271803
-0.00459875,0.3652919415963263,-0.06748003502506533
-0.0045975,0.3534514817376884,-0.06951664797210845
-0.00459625,0.3436408149976735,-0.06951664797210923
-0.004595,0.3331535505514606,-0.07121382542797747
-0.00459375,0.3236811826645543,-0.07189269641032507
-0.0045925,0.3131939182183366,-0.07291100288384648
-0.00459125,0.3040598491845341,-0.0739293093573679
-0.00459,0.2945874812976321,-0.07494761583088885
-0.00458875,0.2857917111169291,-0.07596592230441072
-0.0045875,0.2763193432300272,-0.07664479328675802
-0.00458625,0.2675235730493241,-0.07698422877793212
-0.004585,0.2590661017217252,-0.07834197074262719
-0.00458375,0.2502703315410305,-0.07800253525145354
-0.0045825,0.242827756772747,-0.07800253525145354
-0.00458125,0.2350468831513597,-0.07936027721614874
-0.00458,0.2269277106768685,-0.08037858368967016
-0.00457875,0.219823434761692,-0.08037858368967016
-0.0045775,0.2117042622871977,-0.08037858368967016
-0.00457625,0.2045999863720154,-0.08003914819849652
-0.004575,0.1988489058692534,-0.08037858368967016
-0.00457375,0.1903914345416557,-0.08139689016319142
-0.0045725,0.1843020551857902,-0.08105745467201776
-0.00457125,0.1768594804175067,-0.08105745467201776
-0.00457,0.1721232964740535,-0.08105745467201776
-0.00456875,0.1660339171181852,-0.08207576114553918
-0.0045675,0.159606238909216,-0.08105745467201822
-0.00456625,0.1531785607002409,-0.08003914819849636
-0.004565,0.1481040779036812,-0.07969971270732255
-0.00456375,0.1420146985478156,-0.07969971270732255
-0.0045625,0.1366019168981524,-0.07902084172497449
-0.00456125,0.1311891352484942,-0.07800253525145354
-0.00456,0.1261146524519372,-0.07834197074262735
-0.00455875,0.1217167673615899,-0.07766309976028003
-0.0045575,0.1176571811243423,-0.07664479328675833
-0.00455625,0.1125826983277877,-0.07664479328675833
-0.004555,0.108184813237436,-0.07494761583088931
-0.00455375,0.1027720315877734,-0.07460818033971489
-0.0045525,0.09871244535052971,-0.07325043837502029
-0.00455125,0.09465285911328415,-0.07257156739267269
-0.00455,0.09025497402293481,-0.07087438993680367
-0.00454875,0.08551879007948165,-0.06985608346328226
-0.0045475,0.08213580154844523,-0.0688377769897613
-0.00454625,0.07875281301740573,-0.06781947051623943
-0.004545,0.07435492792705838,-0.06578285756919755
-0.00454375,0.07097193939601841,-0.06544342207802281
-0.0045425,0.06826554857118695,-0.06374624462215349
-0.00454125,0.06589745659946146,-0.06306737363980619
-0.00454,0.0621761692153197,-0.06137019618393717
-0.00453875,0.05879318068428174,-0.05899414774572055
-0.0045375,0.05608678985945137,-0.05729697028985153
-0.00453625,0.05405699674082951,-0.05559979283398329
-0.004535,0.05101230706289442,-0.0539026153781135
-0.00453375,0.04796761738495963,-0.05220543792224402
-0.0045325,0.04661442197254508,-0.05118713144872307
-0.00453125,0.04390803114771378,-0.04948995399285282
-0.00453,0.04187823802909192,-0.04677447006346364
-0.00452875,0.03917184720426155,-0.04541672809876841
-0.0045275,0.03748035293874256,-0.04270124416937798
-0.00452625,0.03578885867322358,-0.04066463122233517
-0.004525,0.03308246784839444,-0.03794914729294598
-0.00452375,0.03240587014218563,-0.03760971180177095
-0.0045225,0.03071437587666571,-0.03557309885472704
-0.00452125,0.02868458275804386,-0.0331970504165115
-0.00452,0.02733138734562806,-0.03048156648712076
-0.00451875,0.02597819193321349,-0.02980269550477346
-0.0045175,0.02428669766769451,-0.02640834059303543
-0.00451625,0.02327180110838358,-0.02471116313716719
-0.004515,0.02158030684286414,-0.02165624371660219
-0.00451375,0.02124200798976049,-0.02029850175190759
-0.0045125,0.02022711143044895,-0.01826188880486415
-0.00451125,0.01819731831182602,-0.015206969384299
-0.00451,0.01785901945872238,-0.0131703564372571
-0.00450875,0.01684412289941099,-0.01011543701669287
-0.0045075,0.01650582404630719,-0.008757695051997659
-0.00450625,0.0154909274869958,-0.006381646613781036
-0.004505,0.01515262863389216,-0.002987291702044546
-0.00450375,0.01515262863389201,-0.001629549737347789
-0.0045025,0.01379943322147744,6.762771852045538e-05
-0.00450125,0.01278453666216543,0.00244367615673785
-0.0045,0.01244623780906148,0.006177466559650767
-0.00449875,0.01210793895595784,0.00855351499786631
-0.0044975,0.01143134124975025,0.009911256962561524
-0.00449625,0.01109304239664645,0.01228730540077815
-0.004495,0.01109304239664645,0.01364504736547336
-0.00449375,0.01109304239664645,0.01703940227720985
-0.0044925,0.01143134124975025,0.01907601522425421
-0.00449125,0.01176964010285358,0.02179149915364587
-0.00449,0.01075474354354265,0.02450698308303506
-0.00448875,0.01143134124975071,0.0255252895565574
-0.0044875,0.01244623780906163,0.02756190250359929
-0.00448625,0.01143134124975025,0.02959851545064212
-0.004485,0.01244623780906163,0.03163512839768494
-0.00448375,0.01244623780906163,0.03367174134472775
-0.0044825,0.0137994332214762,0.03638722527411695
-0.00448125,0.01379943322147682,0.03706609625646579
-0.00448,0.01447603092768457,0.03944214469468302
-0.00447875,0.01481432978078821,0.04079988665937763
-0.0044775,0.01515262863389231,0.04283649960642136
-0.00447625,0.0158292263400996,0.04487311255346327
-0.004475,0.0161675251932034,0.04589141902698467
-0.00447375,0.01718242175251432,0.04860690295637386
-0.0044725,0.01819731831182617,0.04894633844754891
-0.00447125,0.01853561716492982,0.05098295139459079
-0.00447,0.01887391601803377,0.05268012885046074
-0.00446875,0.02022711143044926,0.05369843532398307
-0.0044675,0.02090370913665654,0.05573504827102498
-0.00446625,0.02158030684286414,0.05709279023572018
-0.004465,0.02191860569596793,0.05743222572689399
-0.00446375,0.02293350225527932,0.059129403182763
-0.0044625,0.02428669766769389,0.06082658063863124
-0.00446125,0.0249632953739021,0.06184488711215343
-0.00446,0.02631649078631667,0.06286319358567438
-0.00445875,0.02834628390494006,0.06422093555037005
-0.0044575,0.02800798505183704,0.06422093555037083
-0.00445625,0.02969947931735525,0.06591811300623907
-0.004455,0.03037607702356284,0.06625754849741287
-0.00445375,0.03172927243597803,0.06829416144445569
-0.0044525,0.03206757128908183,0.0686335969356295
-0.00445125,0.03274416899528911,0.0686335969356295
-0.00445,0.0337590655546008,0.0686335969356295
-0.00444875,0.03578885867322389,0.06999133890032486
-0.0044475,0.03646545637943117,0.07033077439149851
-0.00444625,0.03781865179184698,0.07168851635619418
-0.004445,0.03917184720426155,0.07270682282971513
-0.00444375,0.04086334146978053,0.07168851635619372
-0.0044425,0.04120164032288433,0.07270682282971513
-0.00444125,0.04289313458840331,0.07202795184736753
-0.00444,0.04323143344150696,0.07304625832088847
-0.00443875,0.04526122656012989,0.07372512930323655
-0.0044375,0.04661442197254554,0.07304625832088939
-0.00443625,0.04762931853185645,0.07406456479441034
-0.004435,0.04898251394427226,0.07338569381206274
-0.00443375,0.05033570935668683,0.07338569381206274
-0.0044325,0.05168890476910201,0.07372512930323655
-0.00443125,0.05371869788772387,0.07372512930323655
-0.00443,0.05405699674082859,0.07338569381206274
-0.00442875,0.05507189330013952,0.07236738733854178
-0.0044275,0.05608678985945137,0.07236738733854133
-0.00442625,0.05743998527186733,0.07202795184736707
-0.004425,0.05913147953738554,0.07100964537384612
-0.00442375,0.06014637609669693,0.07067020988267231
